Start_Lat,Start_Lng,Street,City,County,State,Country,Timezone,Airport_Code
38.544781,-121.473984,CA-99 S,Sacramento,Sacramento,CA,US,US/Pacific,KSAC
38.621574,-121.401459,Carson Way,Sacramento,Sacramento,CA,US,US/Pacific,KMCC
38.643433,-121.30056,Glenridge Dr,Carmichael,Sacramento,CA,US,US/Pacific,KMCC
38.550304,-121.473862,CA-99 N,Sacramento,Sacramento,CA,US,US/Pacific,KSAC
38.550556,-121.473862,Capital City Fwy E,Sacramento,Sacramento,CA,US,US/Pacific,KSAC
38.45894600000001,-121.409081,E Stockton Blvd,Sacramento,Sacramento,CA,US,US/Pacific,KSAC
38.291317,-121.282883,Marengo Rd,Galt,Sacramento,CA,US,US/Pacific,KSAC
38.057774,-121.361343,W Eight Mile Rd,Stockton,San Joaquin,CA,US,US/Pacific,KSCK
38.7146,-121.607239,Garden Hwy,Sacramento,Sacramento,CA,US,US/Pacific,KSMF
37.984329,-121.343544,W March Ln,Stockton,San Joaquin,CA,US,US/Pacific,KSCK
38.540482,-121.734596,I-80 E,Davis,Yolo,CA,US,US/Pacific,KEDU
37.889572,-122.058487,I-680 S,Walnut Creek,Contra Costa,CA,US,US/Pacific,KCCR
38.177197,-121.26255,CA-99 S,Acampo,San Joaquin,CA,US,US/Pacific,KSCK
38.191338,-120.829025,W Highway 12,Valley Springs,Calaveras,CA,US,US/Pacific,KO22
38.649109,-121.327728,Manzanita Ave,Carmichael,Sacramento,CA,US,US/Pacific,KMCC
38.933037,-121.054932,I-80 E,Auburn,Placer,CA,US,US/Pacific,KAUN
37.742359,-121.566101,I-205 E,Tracy,Alameda,CA,US,US/Pacific,KLVK
37.726318,-122.44603700000002,I-280 S,San Francisco,San Francisco,CA,US,US/Pacific,KSFO
38.553047,-121.694443,Mace Blvd,Davis,Yolo,CA,US,US/Pacific,KEDU
38.247562,-122.628922,US-101 N,Petaluma,Sonoma,CA,US,US/Pacific,KO69
37.742016,-121.570595,I-205 E,Tracy,Alameda,CA,US,US/Pacific,KLVK
38.50024000000001,-121.43518799999998,Florin Mall Dr,Sacramento,Sacramento,CA,US,US/Pacific,KSAC
38.453766,-121.409172,CA-99 S,Elk Grove,Sacramento,CA,US,US/Pacific,KSAC
38.645802,-121.189041,Folsom Blvd,Folsom,Sacramento,CA,US,US/Pacific,KMHR
38.637119,-121.522736,I-5 N,Sacramento,Sacramento,CA,US,US/Pacific,KMCC
37.956226,-121.321594,I-5 N,Stockton,San Joaquin,CA,US,US/Pacific,KSCK
37.47628,-121.932457,I-880 N,Fremont,Alameda,CA,US,US/Pacific,KPAO
37.706547,-121.926605,I-680 S,Dublin,Alameda,CA,US,US/Pacific,KLVK
37.447876,-121.921539,Nimitz Fwy N,Milpitas,Santa Clara,CA,US,US/Pacific,KSJC
37.343636,-121.902016,Guadalupe Pkwy S,San Jose,Santa Clara,CA,US,US/Pacific,KSJC
37.454033,-121.922745,I-880 N,Milpitas,Santa Clara,CA,US,US/Pacific,KSJC
37.32159,-121.890938,Guadalupe Pkwy S,San Jose,Santa Clara,CA,US,US/Pacific,KSJC
37.425781,-120.773895,South Ave,Delhi,Merced,CA,US,US/Pacific,KMER
37.386616,-121.90554,I-880 S,San Jose,Santa Clara,CA,US,US/Pacific,KSJC
37.739334,-121.59082,I-580 E,Tracy,Alameda,CA,US,US/Pacific,KLVK
38.885963,-121.340088,CA-65,Lincoln,Placer,CA,US,US/Pacific,KLHM
38.715492,-120.937965,Green Valley Rd,Shingle Springs,El Dorado,CA,US,US/Pacific,KPVF
38.722378000000006,-120.932999,Lotus Rd,Placerville,El Dorado,CA,US,US/Pacific,KPVF
38.406528,-120.831718,State Highway 49,Ione,Amador,CA,US,US/Pacific,KMHR
37.722115,-121.538467,I-580 E,Tracy,San Joaquin,CA,US,US/Pacific,KLVK
37.344486,-121.845154,I-680 S,San Jose,Santa Clara,CA,US,US/Pacific,KRHV
38.538475,-121.512871,I-5 N,Sacramento,Sacramento,CA,US,US/Pacific,KSAC
36.877983,-121.412491,Briggs Rd,Hollister,San Benito,CA,US,US/Pacific,KCVH
37.741734,-121.574196,I-580 E,Tracy,Alameda,CA,US,US/Pacific,KLVK
37.298912,-121.875015,Guadalupe Fwy S,San Jose,Santa Clara,CA,US,US/Pacific,KSJC
37.330093,-122.052582,Mary Ave,Cupertino,Santa Clara,CA,US,US/Pacific,KNUQ
37.705116,-121.90906499999998,Dublin Blvd,Dublin,Alameda,CA,US,US/Pacific,KLVK
38.397633,-122.359055,California Dr,Yountville,Napa,CA,US,US/Pacific,KAPC
37.892372,-122.075645,Flora Ave,Walnut Creek,Contra Costa,CA,US,US/Pacific,KCCR
37.915211,-122.065819,I-680 N,Walnut Creek,Contra Costa,CA,US,US/Pacific,KCCR
37.74242,-121.531723,Mountain House Pkwy,Tracy,San Joaquin,CA,US,US/Pacific,KLVK
38.63549,-121.345993,Baylor Way,Carmichael,Sacramento,CA,US,US/Pacific,KMCC
37.788067,-122.440445,California St,San Francisco,San Francisco,CA,US,US/Pacific,KSFO
37.85553,-121.282257,I-5 S,French Camp,San Joaquin,CA,US,US/Pacific,KSCK
38.724319,-120.790604,Rowland St,Placerville,El Dorado,CA,US,US/Pacific,KPVF
39.001045,-121.047676,Meadow Vista Rd,Meadow Vista,Placer,CA,US,US/Pacific,KAUN
37.316757,-121.918221,Sinclair Fwy N,San Jose,Santa Clara,CA,US,US/Pacific,KSJC
38.690369,-121.387489,Elkhorn Blvd,North Highlands,Sacramento,CA,US,US/Pacific,KMCC
37.8713,-120.999146,Escalon Bellota Rd,Escalon,San Joaquin,CA,US,US/Pacific,KMOD
38.55938,-121.468048,US-50 E,Sacramento,Sacramento,CA,US,US/Pacific,KSAC
38.704155,-121.382774,Watt Ave,North Highlands,Sacramento,CA,US,US/Pacific,KMCC
37.809731,-121.992332,I-680 S,Danville,Contra Costa,CA,US,US/Pacific,KCCR
38.692959,-121.351631,Don Julio Blvd,Sacramento,Sacramento,CA,US,US/Pacific,KMCC
38.550488,-121.427864,US-50 E,Sacramento,Sacramento,CA,US,US/Pacific,KSAC
38.56583,-121.33638,US-50 E,Sacramento,Sacramento,CA,US,US/Pacific,KMHR
39.203232,-121.169571,Penn Valley Dr,Penn Valley,Nevada,CA,US,US/Pacific,KGOO
38.481644,-121.334816,Gerber Rd,Sacramento,Sacramento,CA,US,US/Pacific,KMHR
38.558128,-121.47396100000002,I-80 Bus E,Sacramento,Sacramento,CA,US,US/Pacific,KSAC
37.572903,-122.316368,Bayshore Fwy S,San Mateo,San Mateo,CA,US,US/Pacific,KSFO
37.881908,-122.308258,Eastshore Fwy W,Berkeley,Alameda,CA,US,US/Pacific,KOAK
37.834717,-122.294701,I-580 W,Emeryville,Alameda,CA,US,US/Pacific,KOAK
37.33662800000001,-121.933609,I-880 S,San Jose,Santa Clara,CA,US,US/Pacific,KSJC
37.342602,-121.926056,I-880 S,San Jose,Santa Clara,CA,US,US/Pacific,KSJC
38.662491,-120.92933700000002,Creekside Dr,Shingle Springs,El Dorado,CA,US,US/Pacific,KPVF
38.021137,-122.539078,US-101 N,San Rafael,Marin,CA,US,US/Pacific,KDVO
38.354504,-121.978577,Elmira Rd,Vacaville,Solano,CA,US,US/Pacific,KVCB
38.003662,-121.837479,Somersville Rd,Antioch,Contra Costa,CA,US,US/Pacific,KCCR
38.134041,-121.23851,E Pine St,Lodi,San Joaquin,CA,US,US/Pacific,KSCK
37.79834,-122.140739,Redwood Rd,Castro Valley,Alameda,CA,US,US/Pacific,KHWD
37.22657,-121.975113,CA-17 S,Los Gatos,Santa Clara,CA,US,US/Pacific,KSJC
38.016792,-121.889641,Railroad Ave,Pittsburg,Contra Costa,CA,US,US/Pacific,KCCR
38.335983,-121.159859,Twin Cities Rd,Herald,Sacramento,CA,US,US/Pacific,KMHR
37.696285,-121.09565,Toomes Rd,Modesto,Stanislaus,CA,US,US/Pacific,KMOD
37.386871,-121.996025,E Duane Ave,Sunnyvale,Santa Clara,CA,US,US/Pacific,KNUQ
38.44574,-122.724037,Redwood Hwy S,Santa Rosa,Sonoma,CA,US,US/Pacific,KSTS
37.317539,-121.931747,Parkmoor Ave,San Jose,Santa Clara,CA,US,US/Pacific,KSJC
36.757366,-121.746719,Merritt St,Castroville,Monterey,CA,US,US/Pacific,KSNS
39.229321,-121.042946,Golden Center Fwy N,Grass Valley,Nevada,CA,US,US/Pacific,KGOO
38.740063,-120.696815,Highway 50,Camino,El Dorado,CA,US,US/Pacific,KPVF
37.723492,-121.769951,N Livermore Ave,Livermore,Alameda,CA,US,US/Pacific,KLVK
37.872307,-121.277542,I-5 N,French Camp,San Joaquin,CA,US,US/Pacific,KSCK
38.64732,-121.577148,Old River Rd,West Sacramento,Yolo,CA,US,US/Pacific,KSAC
37.782207,-121.530815,W Byron Rd,Tracy,San Joaquin,CA,US,US/Pacific,KSCK
38.500584,-121.431229,65th St,Sacramento,Sacramento,CA,US,US/Pacific,KSAC
38.784153,-121.279549,CA-65 S,Roseville,Placer,CA,US,US/Pacific,KMCC
38.74410200000001,-121.270569,I-80 E,Roseville,Placer,CA,US,US/Pacific,KMCC
38.664238,-121.244255,Kenneth Ave,Fair Oaks,Sacramento,CA,US,US/Pacific,KMHR
37.545372,-122.369919,Junipero Serra Fwy N,Burlingame,San Mateo,CA,US,US/Pacific,KSFO
37.72506,-122.137413,I-580 W,San Leandro,Alameda,CA,US,US/Pacific,KOAK
38.241405,-121.51239,Grove St,Walnut Grove,Sacramento,CA,US,US/Pacific,KSAC
38.207588,-121.264046,CA-99 S,Acampo,San Joaquin,CA,US,US/Pacific,KSCK
38.932369,-121.09081299999998,New Airport Rd,Auburn,Placer,CA,US,US/Pacific,KAUN
37.852531,-122.299873,I-580 E,Berkeley,Alameda,CA,US,US/Pacific,KOAK
37.764431,-122.217583,Nimitz Fwy S,Oakland,Alameda,CA,US,US/Pacific,KOAK
37.74382,-122.199333,Nimitz Fwy S,Oakland,Alameda,CA,US,US/Pacific,KOAK
38.559971,-121.466576,US-50 E,Sacramento,Sacramento,CA,US,US/Pacific,KSAC
38.564735,-121.497742,Capital City Fwy E,Sacramento,Sacramento,CA,US,US/Pacific,KSAC
38.8764,-121.129929,I-80 E,Newcastle,Placer,CA,US,US/Pacific,KAUN
37.789341,-122.25428,I-880 N,Oakland,Alameda,CA,US,US/Pacific,KOAK
37.700111,-121.778809,I-580 E,Livermore,Alameda,CA,US,US/Pacific,KLVK
38.68597000000001,-121.333305,I-80 W,Sacramento,Sacramento,CA,US,US/Pacific,KMCC
37.938988,-121.23455,CA-99 N,Stockton,San Joaquin,CA,US,US/Pacific,KSCK
38.671066,-121.590378,CA-16 E,Sacramento,Sacramento,CA,US,US/Pacific,KSMF
38.621254,-121.523941,I-80 E,Sacramento,Sacramento,CA,US,US/Pacific,KMCC
38.423725,-121.395569,Laguna Blvd,Elk Grove,Sacramento,CA,US,US/Pacific,KSAC
38.558155,-121.386147,El Dorado Fwy W,Sacramento,Sacramento,CA,US,US/Pacific,KMHR
38.604618,-122.592873,Lake County Hwy,Calistoga,Napa,CA,US,US/Pacific,KSTS
37.467045,-122.152321,Bayshore Fwy S,Menlo Park,San Mateo,CA,US,US/Pacific,KPAO
37.47588,-121.932259,I-880 N,Fremont,Alameda,CA,US,US/Pacific,KPAO
38.061592,-121.374031,I-5 S,Stockton,San Joaquin,CA,US,US/Pacific,KSCK
37.724804,-121.692116,Altamont Pass Rd,Livermore,Alameda,CA,US,US/Pacific,KLVK
38.507656,-122.719826,Cross Creek Rd,Santa Rosa,Sonoma,CA,US,US/Pacific,KSTS
38.095749,-122.23443600000002,Benicia Rd,Vallejo,Solano,CA,US,US/Pacific,KAPC
36.967934,-121.99794,7th Ave,Santa Cruz,Santa Cruz,CA,US,US/Pacific,KWVI
36.987213,-122.003967,Fairmount Ave,Santa Cruz,Santa Cruz,CA,US,US/Pacific,KWVI
37.953987,-121.234261,E Main St,Stockton,San Joaquin,CA,US,US/Pacific,KSCK
38.684624,-123.426376,Highway 1,The Sea Ranch,Sonoma,CA,US,US/Pacific,KUKI
37.349121,-121.993225,Granada Ave,Santa Clara,Santa Clara,CA,US,US/Pacific,KSJC
37.645161,-122.404831,S Airport Blvd,South San Francisco,San Mateo,CA,US,US/Pacific,KSFO
37.959,-122.052406,CA-242 S,Concord,Contra Costa,CA,US,US/Pacific,KCCR
37.855087,-122.02961,I-680 S,Alamo,Contra Costa,CA,US,US/Pacific,KCCR
38.221317,-122.238693,Jameson Canyon Rd,American Canyon,Napa,CA,US,US/Pacific,KAPC
37.595875,-121.886383,Bond Ln,Sunol,Alameda,CA,US,US/Pacific,KLVK
37.096439,-122.100723,Alba Rd,Ben Lomond,Santa Cruz,CA,US,US/Pacific,KWVI
38.162251,-121.612297,1st St,Isleton,Sacramento,CA,US,US/Pacific,KSUU
37.855412,-121.039825,Mariposa Rd,Escalon,San Joaquin,CA,US,US/Pacific,KMOD
38.387066,-122.835098,Lynch Rd,Sebastopol,Sonoma,CA,US,US/Pacific,KSTS
36.989685,-122.021805,CA-17 N,Santa Cruz,Santa Cruz,CA,US,US/Pacific,KWVI
36.87112800000001,-121.785408,Trafton Rd,Moss Landing,Monterey,CA,US,US/Pacific,KWVI
36.871086,-121.66745,San Juan Rd,Aromas,Monterey,CA,US,US/Pacific,KWVI
37.740891,-121.505043,I-205 W,Tracy,San Joaquin,CA,US,US/Pacific,KSCK
38.714504,-121.475502,El Rio Ave,Elverta,Sacramento,CA,US,US/Pacific,KMCC
38.482731,-121.811592,I-80 W,Dixon,Solano,CA,US,US/Pacific,KEDU
37.865192,-121.667648,Vasco Rd,Byron,Contra Costa,CA,US,US/Pacific,KLVK
38.149616,-121.39951299999998,I-5 S,Lodi,San Joaquin,CA,US,US/Pacific,KSCK
36.431648,-121.337425,El Camino Real S,Soledad,Monterey,CA,US,US/Pacific,KSNS
38.247784,-122.62973,US-101 S,Petaluma,Sonoma,CA,US,US/Pacific,KO69
37.737488,-122.402237,I-280 S,San Francisco,San Francisco,CA,US,US/Pacific,KSFO
37.994263,-122.296127,I-80 W,Pinole,Contra Costa,CA,US,US/Pacific,KCCR
39.112743,-121.632614,Lincoln Rd,Yuba City,Sutter,CA,US,US/Pacific,KMYV
38.334099,-122.712715,US-101 N,Cotati,Sonoma,CA,US,US/Pacific,KO69
37.630173,-122.43483700000002,I-280 S,San Bruno,San Mateo,CA,US,US/Pacific,KSFO
37.06649,-121.219147,Pacheco Pass Hwy,Hollister,Santa Clara,CA,US,US/Pacific,KCVH
38.249687,-122.07,I-80 W,Fairfield,Solano,CA,US,US/Pacific,KSUU
37.335892,-121.848213,US-101 N,San Jose,Santa Clara,CA,US,US/Pacific,KRHV
37.054756,-120.726021,Deepwell Rd,Dos Palos,Merced,CA,US,US/Pacific,KMCE
38.079857,-122.546234,CA-37 W,Novato,Marin,CA,US,US/Pacific,KDVO
38.560539,-121.464165,US-50 E,Sacramento,Sacramento,CA,US,US/Pacific,KSAC
38.574242,-121.415268,Howe Ave,Sacramento,Sacramento,CA,US,US/Pacific,KMCC
39.387703,-123.347298,Muir Mill Rd,Willits,Mendocino,CA,US,US/Pacific,KUKI
37.334911,-122.033028,Junipero Serra Fwy N,Cupertino,Santa Clara,CA,US,US/Pacific,KNUQ
38.12566,-121.579445,State Route 12,Lodi,San Joaquin,CA,US,US/Pacific,KSCK
38.574345,-121.383034,Watt Ave,Sacramento,Sacramento,CA,US,US/Pacific,KMHR
38.573273,-121.46711,J St,Sacramento,Sacramento,CA,US,US/Pacific,KSAC
38.751984,-121.152824,E Hidden Lakes Dr,Granite Bay,Placer,CA,US,US/Pacific,KMCC
38.721165,-120.787552,Cedar Ravine Rd,Placerville,El Dorado,CA,US,US/Pacific,KPVF
39.098282,-121.149323,Lime Kiln Rd,Grass Valley,Nevada,CA,US,US/Pacific,KGOO
37.68367,-121.053009,Standiford Ave,Modesto,Stanislaus,CA,US,US/Pacific,KMOD
38.493031,-122.892868,Mirabel Ave,Forestville,Sonoma,CA,US,US/Pacific,KSTS
39.0355,-121.095848,Macy Pl,Auburn,Nevada,CA,US,US/Pacific,KAUN
37.70002,-121.071472,CA-99 S,Salida,Stanislaus,CA,US,US/Pacific,KMOD
39.089485,-122.79528,E Highway 20,Lucerne,Lake,CA,US,US/Pacific,KUKI
38.695545,-122.444901,Butts Canyon Rd,Pope Valley,Napa,CA,US,US/Pacific,KSTS
38.52491,-121.471764,Franklin Blvd,Sacramento,Sacramento,CA,US,US/Pacific,KSAC
38.610733,-121.405228,El Camino Ave,Sacramento,Sacramento,CA,US,US/Pacific,KMCC
38.51762,-122.720604,Mark West Springs Rd,Santa Rosa,Sonoma,CA,US,US/Pacific,KSTS
37.867458,-122.198204,Wilder Rd,Orinda,Contra Costa,CA,US,US/Pacific,KCCR
37.79982,-122.27843500000002,I-880 S,Oakland,Alameda,CA,US,US/Pacific,KOAK
38.474407,-121.419067,Stockton Blvd,Sacramento,Sacramento,CA,US,US/Pacific,KSAC
37.99205,-121.252777,Cherokee Rd,Stockton,San Joaquin,CA,US,US/Pacific,KSCK
37.885845,-121.280472,S Manthey Rd,French Camp,San Joaquin,CA,US,US/Pacific,KSCK
38.628674,-121.382973,Whitney Ave,Sacramento,Sacramento,CA,US,US/Pacific,KMCC
38.697929,-121.382622,Bainbridge Dr,North Highlands,Sacramento,CA,US,US/Pacific,KMCC
38.703869,-121.363655,Antelope Rd,Antelope,Sacramento,CA,US,US/Pacific,KMCC
38.984821,-121.284111,McCourtney Rd,Lincoln,Placer,CA,US,US/Pacific,KLHM
38.683975,-121.466148,W Elkhorn Blvd,Rio Linda,Sacramento,CA,US,US/Pacific,KMCC
38.639969,-121.27198,Fair Oaks Blvd,Fair Oaks,Sacramento,CA,US,US/Pacific,KMHR
39.195827,-121.05503799999998,La Barr Meadows Rd,Grass Valley,Nevada,CA,US,US/Pacific,KGOO
38.563271,-121.514771,I-5 S,Sacramento,Sacramento,CA,US,US/Pacific,KSAC
38.560204,-121.47973600000002,El Dorado Fwy W,Sacramento,Sacramento,CA,US,US/Pacific,KSAC
38.15976,-120.849487,Gee Ln,Valley Springs,Calaveras,CA,US,US/Pacific,KO22
38.560707,-121.463318,Stockton Blvd,Sacramento,Sacramento,CA,US,US/Pacific,KSAC
37.818672,-122.352173,I-80 W,San Francisco,San Francisco,CA,US,US/Pacific,KOAK
38.119499,-122.106255,I-680 S,Benicia,Solano,CA,US,US/Pacific,KCCR
38.64109000000001,-121.451973,I-80 E,Sacramento,Sacramento,CA,US,US/Pacific,KMCC
37.717571,-121.701279,I-580 E,Livermore,Alameda,CA,US,US/Pacific,KLVK
38.563847,-121.636665,I-80 W,Davis,Yolo,CA,US,US/Pacific,KEDU
38.57350200000001,-121.582741,I-80 W,Davis,Yolo,CA,US,US/Pacific,KEDU
38.663918,-121.225723,Hazel Ave,Fair Oaks,Sacramento,CA,US,US/Pacific,KMHR
37.500351,-121.928413,I-680 N,Fremont,Alameda,CA,US,US/Pacific,KNUQ
38.721943,-121.293678,I-80 W,Roseville,Placer,CA,US,US/Pacific,KMCC
38.769897,-121.24855,I-80 E,Roseville,Placer,CA,US,US/Pacific,KMCC
38.642746,-121.12339,US-50 E,Folsom,Sacramento,CA,US,US/Pacific,KMHR
37.964699,-122.324921,I-80 E,San Pablo,Contra Costa,CA,US,US/Pacific,KCCR
37.35564,-122.115082,I-280 S,Los Altos,Santa Clara,CA,US,US/Pacific,KNUQ
37.698177,-122.042465,I-580 W,Castro Valley,Alameda,CA,US,US/Pacific,KHWD
37.595802,-121.872711,I-680 N,Sunol,Alameda,CA,US,US/Pacific,KLVK
38.724945,-121.290382,Riverside Ave,Roseville,Placer,CA,US,US/Pacific,KMCC
37.762657,-121.439957,I-205 E,Tracy,San Joaquin,CA,US,US/Pacific,KSCK
38.372875,-121.358711,CA-99 S,Elk Grove,Sacramento,CA,US,US/Pacific,KSAC
38.90321,-122.612221,Highway 29,Lower Lake,Lake,CA,US,US/Pacific,KSTS
37.811954,-121.211029,Springtime Ave,Manteca,San Joaquin,CA,US,US/Pacific,KSCK
37.822701,-122.320099,San Francisco-Oakland Bay Brg E,Oakland,Alameda,CA,US,US/Pacific,KOAK
38.47876,-121.945404,Tubbs Rd,Winters,Yolo,CA,US,US/Pacific,KVCB
37.25584,-121.955475,Norman Y Mineta Hwy,Los Gatos,Santa Clara,CA,US,US/Pacific,KSJC
38.386948,-121.242165,Colony Rd,Wilton,Sacramento,CA,US,US/Pacific,KMHR
37.104244,-121.975327,Santa Cruz Hwy,Scotts Valley,Santa Cruz,CA,US,US/Pacific,KWVI
38.033531,-122.537254,Miller Creek Rd,San Rafael,Marin,CA,US,US/Pacific,KDVO
36.969452,-121.382729,Pacheco Pass Hwy,Hollister,Santa Clara,CA,US,US/Pacific,KCVH
38.11861,-122.285324,Sears Point Rd,Vallejo,Solano,CA,US,US/Pacific,KAPC
37.608696,-122.068184,Nimitz Fwy S,Union City,Alameda,CA,US,US/Pacific,KHWD
37.639545,-122.442101,I-280 S,South San Francisco,San Mateo,CA,US,US/Pacific,KSFO
38.529186,-121.33506,Jackson Rd,Sacramento,Sacramento,CA,US,US/Pacific,KMHR
37.570869,-122.313889,E 3rd Ave,San Mateo,San Mateo,CA,US,US/Pacific,KSFO
38.258347,-122.062263,Travis Blvd,Fairfield,Solano,CA,US,US/Pacific,KSUU
38.325081,-122.023865,I-80 E,Fairfield,Solano,CA,US,US/Pacific,KSUU
37.367329,-121.90116100000002,Old Bayshore Hwy,San Jose,Santa Clara,CA,US,US/Pacific,KSJC
38.505577,-121.455925,CA-99 N,Sacramento,Sacramento,CA,US,US/Pacific,KSAC
37.791451,-120.884567,Lon Dale Rd,Oakdale,Stanislaus,CA,US,US/Pacific,KMOD
37.479748,-120.830856,S Golden State Blvd,Turlock,Stanislaus,CA,US,US/Pacific,KMOD
38.057987,-122.531342,Alameda del Prado,Novato,Marin,CA,US,US/Pacific,KDVO
38.155777,-122.41217,Sears Point Rd,Sonoma,Sonoma,CA,US,US/Pacific,KO69
37.526405,-122.270081,Ralston Ave,Belmont,San Mateo,CA,US,US/Pacific,KSQL
38.085796,-122.210022,Glen Cove Rd,Vallejo,Solano,CA,US,US/Pacific,KAPC
37.132542,-122.104248,Bear Creek Rd,Boulder Creek,Santa Cruz,CA,US,US/Pacific,KSJC
37.720791,-122.400223,James Lick Fwy S,San Francisco,San Francisco,CA,US,US/Pacific,KSFO
37.704216,-122.394203,US-101 S,Brisbane,San Mateo,CA,US,US/Pacific,KSFO
36.559494,-121.923714,3rd Ave,Carmel,Monterey,CA,US,US/Pacific,KMRY
37.428417,-122.10138700000002,US-101 N,Palo Alto,Santa Clara,CA,US,US/Pacific,KPAO
38.673271,-121.32795,Manzanita Ave,Citrus Heights,Sacramento,CA,US,US/Pacific,KMCC
37.378239,-122.067566,Norman Y Mineta Hwy,Mountain View,Santa Clara,CA,US,US/Pacific,KNUQ
37.330406,-122.014282,I-280 S,Cupertino,Santa Clara,CA,US,US/Pacific,KNUQ
37.323086,-122.000237,I-280 S,Santa Clara,Santa Clara,CA,US,US/Pacific,KSJC
36.878948,-121.747215,Elkhorn Rd,Royal Oaks,Santa Cruz,CA,US,US/Pacific,KWVI
38.655823,-121.35054,College Oak Dr,Sacramento,Sacramento,CA,US,US/Pacific,KMCC
38.792751,-121.294945,CA-65 S,Roseville,Placer,CA,US,US/Pacific,KMCC
38.547386,-122.810905,Conde Ln,Windsor,Sonoma,CA,US,US/Pacific,KSTS
38.839073,-121.306923,Industrial Ave,Rocklin,Placer,CA,US,US/Pacific,KLHM
38.017372,-121.095589,E Highway 26,Linden,San Joaquin,CA,US,US/Pacific,KSCK
38.410213,-122.827461,High School Rd,Sebastopol,Sonoma,CA,US,US/Pacific,KSTS
38.551579,-122.650543,Petrified Forest Rd,Calistoga,Sonoma,CA,US,US/Pacific,KSTS
37.775314,-122.406052,I-80 W,San Francisco,San Francisco,CA,US,US/Pacific,KSFO
37.606865,-122.066605,I-880 N,Hayward,Alameda,CA,US,US/Pacific,KHWD
38.018745,-121.942017,Bailey Rd,Pittsburg,Contra Costa,CA,US,US/Pacific,KCCR
37.76722,-121.334106,I-205 W,Tracy,San Joaquin,CA,US,US/Pacific,KSCK
38.23632,-121.282265,CA-99 S,Galt,San Joaquin,CA,US,US/Pacific,KSAC
37.971729,-121.241135,E Fremont St,Stockton,San Joaquin,CA,US,US/Pacific,KSCK
38.743958,-121.226494,Douglas Blvd,Roseville,Placer,CA,US,US/Pacific,KMCC
38.374798,-121.482124,Stone Lake Rd,Elk Grove,Sacramento,CA,US,US/Pacific,KSAC
38.599586,-121.34201000000002,Fair Oaks Blvd,Carmichael,Sacramento,CA,US,US/Pacific,KMCC
37.834679,-120.998009,County Hwy-J6,Escalon,San Joaquin,CA,US,US/Pacific,KMOD
39.001328,-120.907356,Foresthill Rd,Foresthill,Placer,CA,US,US/Pacific,KAUN
38.076405,-122.231857,CA-29,Vallejo,Solano,CA,US,US/Pacific,KAPC
37.900723,-121.285301,I-5 S,French Camp,San Joaquin,CA,US,US/Pacific,KSCK
38.462536,-121.495934,I-5 S,Sacramento,Sacramento,CA,US,US/Pacific,KSAC
38.938374,-121.048347,Covey Rd,Auburn,Placer,CA,US,US/Pacific,KAUN
39.241653,-121.02095,Pittsburg Rd,Nevada City,Nevada,CA,US,US/Pacific,KGOO
37.667713,-122.465874,I-280 S,Daly City,San Mateo,CA,US,US/Pacific,KSFO
37.749821,-122.204613,Nimitz Fwy S,Oakland,Alameda,CA,US,US/Pacific,KOAK
37.82354,-121.993729,I-680 N,Danville,Contra Costa,CA,US,US/Pacific,KCCR
38.492695,-121.441185,55th St,Sacramento,Sacramento,CA,US,US/Pacific,KSAC
38.616699,-121.420486,Capital City Fwy E,Sacramento,Sacramento,CA,US,US/Pacific,KMCC
37.77002,-121.328255,I-5,Tracy,San Joaquin,CA,US,US/Pacific,KSCK
37.955875,-121.318451,I-5 S,Stockton,San Joaquin,CA,US,US/Pacific,KSCK
37.737331,-122.19333600000002,I-880 N,Oakland,Alameda,CA,US,US/Pacific,KOAK
37.77499,-121.320793,I-205 E,Lathrop,San Joaquin,CA,US,US/Pacific,KSCK
37.963596,-121.227768,S Anthony Ave,Stockton,San Joaquin,CA,US,US/Pacific,KSCK
38.583015,-121.50322,CA-16 W,Sacramento,Sacramento,CA,US,US/Pacific,KSAC
38.34066,-121.334259,CA-99 N,Wilton,Sacramento,CA,US,US/Pacific,KMHR
38.673229,-121.6409,I-5 S,West Sacramento,Yolo,CA,US,US/Pacific,KSAC
38.604038,-121.50666,Natomas Park Dr,Sacramento,Sacramento,CA,US,US/Pacific,KMCC
38.562908,-121.490852,Capital City Fwy E,Sacramento,Sacramento,CA,US,US/Pacific,KSAC
38.36784,-122.712425,Redwood Hwy S,Santa Rosa,Sonoma,CA,US,US/Pacific,KSTS
37.365868,-122.13427,I-280 S,Los Altos,Santa Clara,CA,US,US/Pacific,KNUQ
38.657333,-121.363838,I-80 E,Sacramento,Sacramento,CA,US,US/Pacific,KMCC
38.689285,-121.75473,CA-113 S,Woodland,Yolo,CA,US,US/Pacific,KSMF
38.639866,-121.483604,I-80 E,Sacramento,Sacramento,CA,US,US/Pacific,KMCC
38.56031,-121.457298,El Dorado Fwy W,Sacramento,Sacramento,CA,US,US/Pacific,KSAC
36.602818,-120.583603,Westside Fwy S,Mendota,Fresno,CA,US,US/Pacific,KMAE
37.554371,-120.910851,8th St,Keyes,Stanislaus,CA,US,US/Pacific,KMOD
37.76332100000001,-122.216202,I-880 N,Oakland,Alameda,CA,US,US/Pacific,KOAK
37.653599,-121.898079,I-680 N,Pleasanton,Alameda,CA,US,US/Pacific,KLVK
